date,timestamp,hr_value
2026-02-16,1771202520000,81
2026-02-16,1771202640000,77
2026-02-16,1771202760000,74
2026-02-16,1771202880000,74
2026-02-16,1771203000000,89
2026-02-16,1771203120000,83
2026-02-16,1771203240000,83
2026-02-16,1771203360000,80
2026-02-16,1771203480000,76
2026-02-16,1771203600000,74
2026-02-16,1771203720000,75
2026-02-16,1771203840000,74
2026-02-16,1771203960000,74
2026-02-16,1771204080000,74
2026-02-16,1771204200000,73
2026-02-16,1771204320000,73
2026-02-16,1771204440000,74
2026-02-16,1771204560000,74
2026-02-16,1771204680000,73
2026-02-16,1771204800000,73
2026-02-16,1771204920000,73
2026-02-16,1771205040000,72
2026-02-16,1771205160000,73
2026-02-16,1771205280000,73
2026-02-16,1771205400000,73
2026-02-16,1771205520000,72
2026-02-16,1771205640000,72
2026-02-16,1771205760000,72
2026-02-16,1771205880000,72
2026-02-16,1771206000000,75
2026-02-16,1771206120000,73
2026-02-16,1771206240000,75
2026-02-16,1771206360000,75
2026-02-16,1771206480000,76
2026-02-16,1771206600000,74
2026-02-16,1771206720000,74
2026-02-16,1771206840000,73
2026-02-16,1771206960000,72
2026-02-16,1771207080000,71
2026-02-16,1771207200000,71
2026-02-16,1771207320000,69
2026-02-16,1771207440000,68
2026-02-16,1771207560000,68
2026-02-16,1771207680000,72
2026-02-16,1771207800000,65
2026-02-16,1771207920000,67
2026-02-16,1771208040000,65
2026-02-16,1771208160000,65
2026-02-16,1771208280000,65
2026-02-16,1771208400000,63
2026-02-16,1771208520000,64
2026-02-16,1771208640000,64
2026-02-16,1771208760000,63
2026-02-16,1771208880000,64
2026-02-16,1771209000000,65
2026-02-16,1771209120000,66
2026-02-16,1771209240000,66
2026-02-16,1771209360000,65
2026-02-16,1771209480000,66
2026-02-16,1771209600000,66
2026-02-16,1771209720000,66
2026-02-16,1771209840000,66
2026-02-16,1771209960000,69
2026-02-16,1771210080000,68
2026-02-16,1771210200000,68
2026-02-16,1771210320000,67
2026-02-16,1771210440000,67
2026-02-16,1771210560000,69
2026-02-16,1771210680000,69
2026-02-16,1771210800000,71
2026-02-16,1771210920000,70
2026-02-16,1771211040000,72
2026-02-16,1771211160000,72
2026-02-16,1771211280000,69
2026-02-16,1771211400000,70
2026-02-16,1771211520000,70
2026-02-16,1771211640000,70
2026-02-16,1771211760000,69
2026-02-16,1771211880000,70
2026-02-16,1771212000000,70
2026-02-16,1771212120000,69
2026-02-16,1771212240000,68
2026-02-16,1771212360000,68
2026-02-16,1771212480000,69
2026-02-16,1771212600000,69
2026-02-16,1771212720000,69
2026-02-16,1771212840000,69
2026-02-16,1771212960000,69
2026-02-16,1771213080000,68
2026-02-16,1771213200000,68
2026-02-16,1771213320000,68
2026-02-16,1771213440000,68
2026-02-16,1771213560000,69
2026-02-16,1771213680000,70
2026-02-16,1771213800000,70
2026-02-16,1771213920000,70
2026-02-16,1771214040000,70
2026-02-16,1771214160000,70
2026-02-16,1771214280000,70
2026-02-16,1771214400000,71
2026-02-16,1771214520000,71
2026-02-16,1771214640000,71
2026-02-16,1771214760000,70
2026-02-16,1771214880000,71
2026-02-16,1771215000000,74
2026-02-16,1771215120000,67
2026-02-16,1771215240000,68
2026-02-16,1771215360000,69
2026-02-16,1771215480000,68
2026-02-16,1771215600000,66
2026-02-16,1771215720000,69
2026-02-16,1771215840000,70
2026-02-16,1771215960000,70
2026-02-16,1771216080000,69
2026-02-16,1771216200000,68
2026-02-16,1771216320000,68
2026-02-16,1771216440000,68
2026-02-16,1771216560000,69
2026-02-16,1771216680000,69
2026-02-16,1771216800000,68
2026-02-16,1771216920000,66
2026-02-16,1771217040000,65
2026-02-16,1771217160000,68
2026-02-16,1771217280000,66
2026-02-16,1771217400000,67
2026-02-16,1771217520000,67
2026-02-16,1771217640000,67
2026-02-16,1771217760000,68
2026-02-16,1771217880000,66
2026-02-16,1771218000000,65
2026-02-16,1771218120000,67
2026-02-16,1771218240000,72
2026-02-16,1771218360000,68
2026-02-16,1771218480000,67
2026-02-16,1771218600000,65
2026-02-16,1771218720000,65
2026-02-16,1771218840000,64
2026-02-16,1771218960000,66
2026-02-16,1771219080000,66
2026-02-16,1771219200000,67
2026-02-16,1771219320000,69
2026-02-16,1771219440000,64
2026-02-16,1771219560000,68
2026-02-16,1771219680000,64
2026-02-16,1771219800000,64
2026-02-16,1771219920000,65
2026-02-16,1771220040000,64
2026-02-16,1771220160000,64
2026-02-16,1771220280000,65
2026-02-16,1771220400000,65
2026-02-16,1771220520000,65
2026-02-16,1771220640000,69
2026-02-16,1771220760000,64
2026-02-16,1771220880000,73
2026-02-16,1771221000000,72
2026-02-16,1771221120000,68
2026-02-16,1771221240000,67
2026-02-16,1771221360000,65
2026-02-16,1771221480000,68
2026-02-16,1771221600000,68
2026-02-16,1771221720000,65
2026-02-16,1771221840000,68
2026-02-16,1771221960000,72
2026-02-16,1771222080000,69
2026-02-16,1771222200000,70
2026-02-16,1771222320000,67
2026-02-16,1771222440000,68
2026-02-16,1771222560000,67
2026-02-16,1771222680000,67
2026-02-16,1771222800000,69
2026-02-16,1771222920000,68
2026-02-16,1771223040000,69
2026-02-16,1771223160000,68
2026-02-16,1771223280000,66
2026-02-16,1771223400000,70
2026-02-16,1771223520000,66
2026-02-16,1771223640000,69
2026-02-16,1771223760000,64
2026-02-16,1771223880000,67
2026-02-16,1771224000000,67
2026-02-16,1771224120000,66
2026-02-16,1771224240000,64
2026-02-16,1771224360000,67
2026-02-16,1771224480000,67
2026-02-16,1771224600000,66
2026-02-16,1771224720000,69
2026-02-16,1771224840000,65
2026-02-16,1771224960000,66
2026-02-16,1771225080000,66
2026-02-16,1771225200000,64
2026-02-16,1771225320000,65
2026-02-16,1771225440000,65
2026-02-16,1771225560000,63
2026-02-16,1771225680000,64
2026-02-16,1771225800000,63
2026-02-16,1771225920000,63
2026-02-16,1771226040000,64
2026-02-16,1771226160000,64
2026-02-16,1771226280000,64
2026-02-16,1771226400000,68
2026-02-16,1771226520000,62
2026-02-16,1771226640000,66
2026-02-16,1771226760000,67
2026-02-17,1771282080000,76
2026-02-17,1771282200000,77
2026-02-17,1771282320000,75
2026-02-17,1771282440000,73
2026-02-17,1771282560000,72
2026-02-17,1771282680000,73
2026-02-17,1771282800000,73
2026-02-17,1771282920000,74
2026-02-17,1771283040000,74
2026-02-17,1771283160000,73
2026-02-17,1771283280000,72
2026-02-17,1771283400000,73
2026-02-17,1771283520000,72
2026-02-17,1771283640000,73
2026-02-17,1771283760000,72
2026-02-17,1771283880000,72
2026-02-17,1771284000000,71
2026-02-17,1771284120000,72
2026-02-17,1771284240000,73
2026-02-17,1771284360000,71
2026-02-17,1771284480000,72
2026-02-17,1771284600000,73
2026-02-17,1771284720000,76
2026-02-17,1771284840000,83
2026-02-17,1771284960000,80
2026-02-17,1771285080000,80
2026-02-17,1771285200000,75
2026-02-17,1771285320000,71
2026-02-17,1771285440000,71
2026-02-17,1771285560000,71
2026-02-17,1771285680000,70
2026-02-17,1771285800000,70
2026-02-17,1771285920000,70
2026-02-17,1771286040000,68
2026-02-17,1771286160000,69
2026-02-17,1771286280000,71
2026-02-17,1771286400000,75
2026-02-17,1771286520000,70
2026-02-17,1771286640000,71
2026-02-17,1771286760000,71
2026-02-17,1771286880000,71
2026-02-17,1771287000000,71
2026-02-17,1771287120000,70
2026-02-17,1771287240000,71
2026-02-17,1771287360000,71
2026-02-17,1771287480000,71
2026-02-17,1771287600000,73
2026-02-17,1771287720000,72
2026-02-17,1771287840000,71
2026-02-17,1771287960000,71
2026-02-17,1771288080000,72
2026-02-17,1771288200000,70
2026-02-17,1771288320000,70
2026-02-17,1771288440000,71
2026-02-17,1771288560000,71
2026-02-17,1771288680000,70
2026-02-17,1771288800000,70
2026-02-17,1771288920000,78
2026-02-17,1771289040000,77
2026-02-17,1771289160000,71
2026-02-17,1771289280000,70
2026-02-17,1771289400000,68
2026-02-17,1771289520000,69
2026-02-17,1771289640000,69
2026-02-17,1771289760000,67
2026-02-17,1771289880000,67
2026-02-17,1771290000000,67
2026-02-17,1771290120000,67
2026-02-17,1771290240000,66
2026-02-17,1771290360000,69
2026-02-17,1771290480000,71
2026-02-17,1771290600000,67
2026-02-17,1771290720000,70
2026-02-17,1771290840000,69
2026-02-17,1771290960000,70
2026-02-17,1771291080000,68
2026-02-17,1771291200000,68
2026-02-17,1771291320000,75
2026-02-17,1771291440000,71
2026-02-17,1771291560000,69
2026-02-17,1771291680000,70
2026-02-17,1771291800000,68
2026-02-17,1771291920000,70
2026-02-17,1771292040000,69
2026-02-17,1771292160000,64
2026-02-17,1771292280000,64
2026-02-17,1771292400000,63
2026-02-17,1771292520000,63
2026-02-17,1771292640000,64
2026-02-17,1771292760000,63
2026-02-17,1771292880000,64
2026-02-17,1771293000000,64
2026-02-17,1771293120000,64
2026-02-17,1771293240000,65
2026-02-17,1771293360000,66
2026-02-17,1771293480000,66
2026-02-17,1771293600000,66
2026-02-17,1771293720000,66
2026-02-17,1771293840000,67
2026-02-17,1771293960000,67
2026-02-17,1771294080000,68
2026-02-17,1771294200000,68
2026-02-17,1771294320000,69
2026-02-17,1771294440000,69
2026-02-17,1771294560000,69
2026-02-17,1771294680000,69
2026-02-17,1771294800000,68
2026-02-17,1771294920000,69
2026-02-17,1771295040000,69
2026-02-17,1771295160000,69
2026-02-17,1771295280000,70
2026-02-17,1771295400000,70
2026-02-17,1771295520000,69
2026-02-17,1771295640000,69
2026-02-17,1771295760000,70
2026-02-17,1771295880000,70
2026-02-17,1771296000000,69
2026-02-17,1771296120000,69
2026-02-17,1771296240000,69
2026-02-17,1771296360000,68
2026-02-17,1771296480000,69
2026-02-17,1771296600000,73
2026-02-17,1771296720000,73
2026-02-17,1771296840000,74
2026-02-17,1771296960000,72
2026-02-17,1771297080000,74
2026-02-17,1771297200000,71
2026-02-17,1771297320000,72
2026-02-17,1771297440000,71
2026-02-17,1771297560000,71
2026-02-17,1771297680000,69
2026-02-17,1771297800000,72
2026-02-17,1771297920000,70
2026-02-17,1771298040000,67
2026-02-17,1771298160000,68
2026-02-17,1771298280000,68
2026-02-17,1771298400000,70
2026-02-17,1771298520000,67
2026-02-17,1771298640000,67
2026-02-17,1771298760000,65
2026-02-17,1771298880000,64
2026-02-17,1771299000000,66
2026-02-17,1771299120000,65
2026-02-17,1771299240000,65
2026-02-17,1771299360000,66
2026-02-17,1771299480000,64
2026-02-17,1771299600000,64
2026-02-17,1771299720000,64
2026-02-17,1771299840000,64
2026-02-17,1771299960000,64
2026-02-17,1771300080000,66
2026-02-17,1771300200000,66
2026-02-17,1771300320000,65
2026-02-17,1771300440000,64
2026-02-17,1771300560000,63
2026-02-17,1771300680000,63
2026-02-17,1771300800000,63
2026-02-17,1771300920000,67
2026-02-17,1771301040000,63
2026-02-17,1771301160000,64
2026-02-17,1771301280000,62
2026-02-17,1771301400000,63
2026-02-17,1771301520000,62
2026-02-17,1771301640000,67
2026-02-17,1771301760000,64
2026-02-17,1771301880000,64
2026-02-17,1771302000000,64
2026-02-17,1771302120000,63
2026-02-17,1771302240000,64
2026-02-17,1771302360000,66
2026-02-17,1771302480000,72
2026-02-17,1771302600000,72
2026-02-17,1771302720000,72
2026-02-17,1771302840000,75
2026-02-17,1771302960000,68
2026-02-17,1771303080000,66
2026-02-17,1771303200000,65
2026-02-17,1771303320000,64
2026-02-17,1771303440000,63
2026-02-17,1771303560000,63
2026-02-17,1771303680000,62
2026-02-17,1771303800000,66
2026-02-17,1771303920000,66
2026-02-17,1771304040000,72
2026-02-17,1771304160000,67
2026-02-17,1771304280000,72
2026-02-17,1771304400000,73
2026-02-17,1771304520000,69
2026-02-17,1771304640000,65
2026-02-17,1771304760000,69
2026-02-17,1771304880000,68
2026-02-17,1771305000000,68
2026-02-17,1771305120000,66
2026-02-17,1771305240000,67
2026-02-17,1771305360000,65
2026-02-17,1771305480000,67
2026-02-17,1771305600000,63
2026-02-17,1771305720000,68
2026-02-17,1771305840000,68
2026-02-17,1771305960000,66
2026-02-17,1771306080000,64
2026-02-17,1771306200000,64
2026-02-17,1771306320000,62
2026-02-17,1771306440000,64
2026-02-17,1771306560000,62
2026-02-17,1771306680000,64
2026-02-17,1771306800000,61
2026-02-17,1771306920000,64
2026-02-17,1771307040000,62
2026-02-17,1771307160000,64
2026-02-17,1771307280000,62
2026-02-17,1771307400000,61
2026-02-17,1771307520000,60
2026-02-17,1771307640000,60
2026-02-18,1771372320000,65
2026-02-18,1771372440000,64
2026-02-18,1771372560000,63
2026-02-18,1771372680000,62
2026-02-18,1771372800000,63
2026-02-18,1771372920000,64
2026-02-18,1771373040000,63
2026-02-18,1771373160000,65
2026-02-18,1771373280000,65
2026-02-18,1771373400000,66
2026-02-18,1771373520000,65
2026-02-18,1771373640000,64
2026-02-18,1771373760000,64
2026-02-18,1771373880000,64
2026-02-18,1771374000000,66
2026-02-18,1771374120000,65
2026-02-18,1771374240000,65
2026-02-18,1771374360000,66
2026-02-18,1771374480000,67
2026-02-18,1771374600000,68
2026-02-18,1771374720000,69
2026-02-18,1771374840000,70
2026-02-18,1771374960000,71
2026-02-18,1771375080000,73
2026-02-18,1771375200000,73
2026-02-18,1771375320000,73
2026-02-18,1771375440000,74
2026-02-18,1771375560000,73
2026-02-18,1771375680000,79
2026-02-18,1771375800000,78
2026-02-18,1771375920000,74
2026-02-18,1771376040000,73
2026-02-18,1771376160000,75
2026-02-18,1771376280000,73
2026-02-18,1771376400000,73
2026-02-18,1771376520000,76
2026-02-18,1771376640000,73
2026-02-18,1771376760000,73
2026-02-18,1771376880000,72
2026-02-18,1771377000000,70
2026-02-18,1771377120000,70
2026-02-18,1771377240000,70
2026-02-18,1771377360000,69
2026-02-18,1771377480000,67
2026-02-18,1771377600000,66
2026-02-18,1771377720000,73
2026-02-18,1771377840000,68
2026-02-18,1771377960000,66
2026-02-18,1771378080000,65
2026-02-18,1771378200000,66
2026-02-18,1771378320000,66
2026-02-18,1771378440000,65
2026-02-18,1771378560000,66
2026-02-18,1771378680000,67
2026-02-18,1771378800000,66
2026-02-18,1771378920000,66
2026-02-18,1771379040000,66
2026-02-18,1771379160000,66
2026-02-18,1771379280000,65
2026-02-18,1771379400000,66
2026-02-18,1771379520000,65
2026-02-18,1771379640000,71
2026-02-18,1771379760000,69
2026-02-18,1771379880000,71
2026-02-18,1771380000000,66
2026-02-18,1771380120000,64
2026-02-18,1771380240000,64
2026-02-18,1771380360000,64
2026-02-18,1771380480000,63
2026-02-18,1771380600000,65
2026-02-18,1771380720000,66
2026-02-18,1771380840000,65
2026-02-18,1771380960000,67
2026-02-18,1771381080000,63
2026-02-18,1771381200000,62
2026-02-18,1771381320000,61
2026-02-18,1771381440000,60
2026-02-18,1771381560000,60
2026-02-18,1771381680000,61
2026-02-18,1771381800000,63
2026-02-18,1771381920000,65
2026-02-18,1771382040000,64
2026-02-18,1771382160000,65
2026-02-18,1771382280000,63
2026-02-18,1771382400000,65
2026-02-18,1771382520000,66
2026-02-18,1771382640000,68
2026-02-18,1771382760000,66
2026-02-18,1771382880000,66
2026-02-18,1771383000000,78
2026-02-18,1771383120000,77
2026-02-18,1771383240000,75
2026-02-18,1771383360000,71
2026-02-18,1771383480000,71
2026-02-18,1771383600000,75
2026-02-18,1771383720000,75
2026-02-18,1771383840000,75
2026-02-18,1771383960000,74
2026-02-18,1771384080000,72
2026-02-18,1771384200000,73
2026-02-18,1771384320000,70
2026-02-18,1771384440000,68
2026-02-18,1771384560000,70
2026-02-18,1771384680000,68
2026-02-18,1771384800000,73
2026-02-18,1771384920000,73
2026-02-18,1771385040000,73
2026-02-18,1771385160000,71
2026-02-18,1771385280000,71
2026-02-18,1771385400000,70
2026-02-18,1771385520000,70
2026-02-18,1771385640000,69
2026-02-18,1771385760000,68
2026-02-18,1771385880000,69
2026-02-18,1771386000000,64
2026-02-18,1771386120000,64
2026-02-18,1771386240000,66
2026-02-18,1771386360000,66
2026-02-18,1771386480000,63
2026-02-18,1771386600000,63
2026-02-18,1771386720000,63
2026-02-18,1771386840000,63
2026-02-18,1771386960000,66
2026-02-18,1771387080000,65
2026-02-18,1771387200000,66
2026-02-18,1771387320000,66
2026-02-18,1771387440000,69
2026-02-18,1771387560000,77
2026-02-18,1771387680000,69
2026-02-18,1771387800000,67
2026-02-18,1771387920000,67
2026-02-18,1771388040000,67
2026-02-18,1771388160000,66
2026-02-18,1771388280000,68
2026-02-18,1771388400000,68
2026-02-18,1771388520000,67
2026-02-18,1771388640000,68
2026-02-18,1771388760000,67
2026-02-18,1771388880000,66
2026-02-18,1771389000000,65
2026-02-18,1771389120000,67
2026-02-18,1771389240000,65
2026-02-18,1771389360000,65
2026-02-18,1771389480000,66
2026-02-18,1771389600000,65
2026-02-18,1771389720000,65
2026-02-18,1771389840000,65
2026-02-18,1771389960000,66
2026-02-18,1771390080000,66
2026-02-18,1771390200000,65
2026-02-18,1771390320000,66
2026-02-18,1771390440000,68
2026-02-18,1771390560000,71
2026-02-18,1771390680000,63
2026-02-18,1771390800000,65
2026-02-18,1771390920000,67
2026-02-18,1771391040000,68
2026-02-18,1771391160000,68
2026-02-18,1771391280000,71
2026-02-18,1771391400000,68
2026-02-18,1771391520000,68
2026-02-18,1771391640000,72
2026-02-18,1771391760000,65
2026-02-18,1771391880000,68
2026-02-18,1771392000000,66
2026-02-18,1771392120000,66
2026-02-18,1771392240000,64
2026-02-18,1771392360000,63
2026-02-18,1771392480000,63
2026-02-18,1771392600000,61
2026-02-18,1771392720000,60
2026-02-18,1771392840000,60
2026-02-18,1771392960000,60
2026-02-18,1771393080000,59
2026-02-18,1771393200000,59
2026-02-18,1771393320000,60
2026-02-18,1771393440000,60
2026-02-18,1771393560000,61
2026-02-18,1771393680000,63
2026-02-18,1771393800000,61
2026-02-18,1771393920000,61
2026-02-18,1771394040000,59
2026-02-18,1771394160000,60
2026-02-18,1771394280000,59
2026-02-18,1771394400000,61
2026-02-18,1771394520000,60
2026-02-18,1771394640000,59
2026-02-18,1771394760000,59
2026-02-18,1771394880000,61
2026-02-18,1771395000000,59
2026-02-18,1771395120000,60
2026-02-18,1771395240000,64
2026-02-18,1771395360000,61
2026-02-18,1771395480000,63
2026-02-18,1771395600000,66
2026-02-18,1771395720000,60
2026-02-18,1771395840000,59
2026-02-18,1771395960000,68
2026-02-18,1771396080000,64
2026-02-18,1771396200000,64
2026-02-18,1771396320000,60
2026-02-18,1771396440000,64
2026-02-18,1771396560000,64
2026-02-18,1771396680000,67
2026-02-18,1771396800000,60
2026-02-18,1771396920000,60
2026-02-18,1771397040000,61
2026-02-18,1771397160000,63
2026-02-18,1771397280000,62
2026-02-18,1771397400000,59
2026-02-18,1771397520000,60
2026-02-18,1771397640000,60
2026-02-18,1771397760000,61
2026-02-18,1771397880000,60
2026-02-18,1771398000000,61
2026-02-18,1771398120000,59
2026-02-18,1771398240000,61
2026-02-18,1771398360000,67
2026-02-18,1771398480000,63
2026-02-18,1771398600000,62
2026-02-18,1771398720000,61
2026-02-18,1771398840000,62
2026-02-18,1771398960000,62
2026-02-18,1771399080000,62
2026-02-18,1771399200000,61
2026-02-18,1771399320000,62
2026-02-18,1771399440000,63
2026-02-18,1771399560000,61
2026-02-18,1771399680000,62
2026-02-18,1771399800000,62
2026-02-18,1771399920000,61
2026-02-18,1771400040000,61
2026-02-18,1771400160000,62
2026-02-18,1771400280000,65
2026-02-18,1771400400000,61
2026-02-18,1771400520000,61
2026-02-18,1771400640000,63
2026-02-19,1771458240000,74
2026-02-19,1771458360000,71
2026-02-19,1771458480000,72
2026-02-19,1771458600000,71
2026-02-19,1771458720000,70
2026-02-19,1771458840000,71
2026-02-19,1771458960000,71
2026-02-19,1771459080000,70
2026-02-19,1771459200000,69
2026-02-19,1771459320000,70
2026-02-19,1771459440000,70
2026-02-19,1771459560000,71
2026-02-19,1771459680000,71
2026-02-19,1771459800000,72
2026-02-19,1771459920000,72
2026-02-19,1771460040000,73
2026-02-19,1771460160000,73
2026-02-19,1771460280000,74
2026-02-19,1771460400000,73
2026-02-19,1771460520000,74
2026-02-19,1771460640000,75
2026-02-19,1771460760000,74
2026-02-19,1771460880000,75
2026-02-19,1771461000000,75
2026-02-19,1771461120000,74
2026-02-19,1771461240000,73
2026-02-19,1771461360000,73
2026-02-19,1771461480000,73
2026-02-19,1771461600000,73
2026-02-19,1771461720000,72
2026-02-19,1771461840000,72
2026-02-19,1771461960000,77
2026-02-19,1771462080000,75
2026-02-19,1771462200000,76
2026-02-19,1771462320000,75
2026-02-19,1771462440000,76
2026-02-19,1771462560000,75
2026-02-19,1771462680000,75
2026-02-19,1771462800000,74
2026-02-19,1771462920000,76
2026-02-19,1771463040000,74
2026-02-19,1771463160000,75
2026-02-19,1771463280000,75
2026-02-19,1771463400000,79
2026-02-19,1771463520000,73
2026-02-19,1771463640000,73
2026-02-19,1771463760000,73
2026-02-19,1771463880000,74
2026-02-19,1771464000000,73
2026-02-19,1771464120000,76
2026-02-19,1771464240000,83
2026-02-19,1771464360000,76
2026-02-19,1771464480000,76
2026-02-19,1771464600000,75
2026-02-19,1771464720000,73
2026-02-19,1771464840000,73
2026-02-19,1771464960000,72
2026-02-19,1771465080000,71
2026-02-19,1771465200000,76
2026-02-19,1771465320000,72
2026-02-19,1771465440000,70
2026-02-19,1771465560000,71
2026-02-19,1771465680000,73
2026-02-19,1771465800000,71
2026-02-19,1771465920000,71
2026-02-19,1771466040000,71
2026-02-19,1771466160000,72
2026-02-19,1771466280000,72
2026-02-19,1771466400000,71
2026-02-19,1771466520000,71
2026-02-19,1771466640000,70
2026-02-19,1771466760000,71
2026-02-19,1771466880000,70
2026-02-19,1771467000000,70
2026-02-19,1771467120000,70
2026-02-19,1771467240000,70
2026-02-19,1771467360000,78
2026-02-19,1771467480000,70
2026-02-19,1771467600000,72
2026-02-19,1771467720000,70
2026-02-19,1771467840000,69
2026-02-19,1771467960000,70
2026-02-19,1771468080000,70
2026-02-19,1771468200000,68
2026-02-19,1771468320000,74
2026-02-19,1771468440000,71
2026-02-19,1771468560000,69
2026-02-19,1771468680000,70
2026-02-19,1771468800000,68
2026-02-19,1771468920000,69
2026-02-19,1771469040000,68
2026-02-19,1771469160000,69
2026-02-19,1771469280000,67
2026-02-19,1771469400000,71
2026-02-19,1771469520000,65
2026-02-19,1771469640000,72
2026-02-19,1771469760000,70
2026-02-19,1771469880000,68
2026-02-19,1771470000000,67
2026-02-19,1771470120000,76
2026-02-19,1771470240000,74
2026-02-19,1771470360000,69
2026-02-19,1771470480000,67
2026-02-19,1771470600000,67
2026-02-19,1771470720000,66
2026-02-19,1771470840000,66
2026-02-19,1771470960000,66
2026-02-19,1771471080000,65
2026-02-19,1771471200000,67
2026-02-19,1771471320000,66
2026-02-19,1771471440000,67
2026-02-19,1771471560000,67
2026-02-19,1771471680000,67
2026-02-19,1771471800000,66
2026-02-19,1771471920000,67
2026-02-19,1771472040000,66
2026-02-19,1771472160000,65
2026-02-19,1771472280000,67
2026-02-19,1771472400000,67
2026-02-19,1771472520000,68
2026-02-19,1771472640000,68
2026-02-19,1771472760000,64
2026-02-19,1771472880000,62
2026-02-19,1771473000000,63
2026-02-19,1771473120000,64
2026-02-19,1771473240000,63
2026-02-19,1771473360000,61
2026-02-19,1771473480000,62
2026-02-19,1771473600000,62
2026-02-19,1771473720000,62
2026-02-19,1771473840000,62
2026-02-19,1771473960000,63
2026-02-19,1771474080000,66
2026-02-19,1771474200000,65
2026-02-19,1771474320000,65
2026-02-19,1771474440000,64
2026-02-19,1771474560000,64
2026-02-19,1771474680000,63
2026-02-19,1771474800000,64
2026-02-19,1771474920000,70
2026-02-19,1771475040000,63
2026-02-19,1771475160000,65
2026-02-19,1771475280000,64
2026-02-19,1771475400000,64
2026-02-19,1771475520000,63
2026-02-19,1771475640000,63
2026-02-19,1771475760000,62
2026-02-19,1771475880000,63
2026-02-19,1771476000000,66
2026-02-19,1771476120000,64
2026-02-19,1771476240000,64
2026-02-19,1771476360000,63
2026-02-19,1771476480000,63
2026-02-19,1771476600000,63
2026-02-19,1771476720000,62
2026-02-19,1771476840000,63
2026-02-19,1771476960000,61
2026-02-19,1771477080000,65
2026-02-19,1771477200000,62
2026-02-19,1771477320000,61
2026-02-19,1771477440000,62
2026-02-19,1771477560000,62
2026-02-19,1771477680000,60
2026-02-19,1771477800000,61
2026-02-19,1771477920000,61
2026-02-19,1771478040000,63
2026-02-19,1771478160000,62
2026-02-19,1771478280000,62
2026-02-19,1771478400000,61
2026-02-19,1771478520000,62
2026-02-19,1771478640000,63
2026-02-19,1771478760000,63
2026-02-19,1771478880000,62
2026-02-19,1771479000000,62
2026-02-19,1771479120000,63
2026-02-19,1771479240000,63
2026-02-19,1771479360000,65
2026-02-19,1771479480000,70
2026-02-19,1771479600000,70
2026-02-19,1771479720000,63
2026-02-19,1771479840000,63
2026-02-19,1771479960000,65
2026-02-19,1771480080000,60
2026-02-19,1771480200000,62
2026-02-19,1771480320000,63
2026-02-19,1771480440000,65
2026-02-19,1771480560000,63
2026-02-19,1771480680000,63
2026-02-19,1771480800000,62
2026-02-19,1771480920000,62
2026-02-19,1771481040000,63
2026-02-19,1771481160000,66
2026-02-19,1771481280000,64
2026-02-19,1771481400000,64
2026-02-19,1771481520000,61
2026-02-19,1771481640000,61
2026-02-19,1771481760000,62
2026-02-19,1771481880000,63
2026-02-19,1771482000000,62
2026-02-19,1771482120000,62
2026-02-19,1771482240000,64
2026-02-19,1771482360000,66
2026-02-19,1771482480000,62
2026-02-19,1771482600000,62
2026-02-19,1771482720000,63
2026-02-19,1771482840000,63
2026-02-19,1771482960000,63
2026-02-19,1771483080000,65
2026-02-19,1771483200000,63
2026-02-19,1771483320000,64
2026-02-19,1771483440000,65
2026-02-19,1771483560000,68
2026-02-19,1771483680000,64
2026-02-19,1771483800000,67
2026-02-19,1771483920000,63
2026-02-19,1771484040000,68
2026-02-19,1771484160000,73
2026-02-19,1771484280000,72
2026-02-19,1771484400000,66
2026-02-19,1771484520000,65
2026-02-19,1771484640000,65
2026-02-19,1771484760000,64
2026-02-19,1771484880000,65
2026-02-19,1771485000000,62
2026-02-20,1771542360000,76
2026-02-20,1771542480000,75
