date,timestamp,resp_value
2026-02-16,1771202580000,18.0
2026-02-16,1771202640000,17.0
2026-02-16,1771202760000,16.0
2026-02-16,1771202880000,17.0
2026-02-16,1771203000000,20.0
2026-02-16,1771203120000,20.0
2026-02-16,1771203240000,18.0
2026-02-16,1771203360000,17.0
2026-02-16,1771203480000,17.0
2026-02-16,1771203600000,17.0
2026-02-16,1771203720000,19.0
2026-02-16,1771203840000,17.0
2026-02-16,1771203960000,16.0
2026-02-16,1771204080000,16.0
2026-02-16,1771204200000,16.0
2026-02-16,1771204320000,15.0
2026-02-16,1771204440000,15.0
2026-02-16,1771204560000,16.0
2026-02-16,1771204680000,16.0
2026-02-16,1771204800000,15.0
2026-02-16,1771204920000,15.0
2026-02-16,1771205040000,15.0
2026-02-16,1771205160000,15.0
2026-02-16,1771205280000,15.0
2026-02-16,1771205400000,14.0
2026-02-16,1771205520000,15.0
2026-02-16,1771205640000,14.0
2026-02-16,1771205760000,14.0
2026-02-16,1771205880000,15.0
2026-02-16,1771206000000,17.0
2026-02-16,1771206120000,17.0
2026-02-16,1771206240000,18.0
2026-02-16,1771206360000,17.0
2026-02-16,1771206480000,18.0
2026-02-16,1771206600000,18.0
2026-02-16,1771206720000,16.0
2026-02-16,1771206840000,17.0
2026-02-16,1771206960000,17.0
2026-02-16,1771207080000,15.0
2026-02-16,1771207200000,15.0
2026-02-16,1771207320000,14.0
2026-02-16,1771207440000,15.0
2026-02-16,1771207560000,15.0
2026-02-16,1771207680000,14.0
2026-02-16,1771207800000,14.0
2026-02-16,1771207920000,15.0
2026-02-16,1771208040000,16.0
2026-02-16,1771208160000,16.0
2026-02-16,1771208280000,13.0
2026-02-16,1771208400000,15.0
2026-02-16,1771208520000,14.0
2026-02-16,1771208640000,15.0
2026-02-16,1771208760000,15.0
2026-02-16,1771208880000,14.0
2026-02-16,1771209000000,15.0
2026-02-16,1771209120000,15.0
2026-02-16,1771209240000,14.0
2026-02-16,1771209360000,15.0
2026-02-16,1771209480000,14.0
2026-02-16,1771209600000,14.0
2026-02-16,1771209720000,15.0
2026-02-16,1771209840000,15.0
2026-02-16,1771209960000,15.0
2026-02-16,1771210080000,13.0
2026-02-16,1771210200000,14.0
2026-02-16,1771210320000,17.0
2026-02-16,1771210440000,17.0
2026-02-16,1771210560000,17.0
2026-02-16,1771210680000,18.0
2026-02-16,1771210800000,18.0
2026-02-16,1771210920000,19.0
2026-02-16,1771211040000,20.0
2026-02-16,1771211160000,18.0
2026-02-16,1771211280000,15.0
2026-02-16,1771211400000,14.0
2026-02-16,1771211520000,15.0
2026-02-16,1771211640000,16.0
2026-02-16,1771211760000,15.0
2026-02-16,1771211880000,14.0
2026-02-16,1771212000000,15.0
2026-02-16,1771212120000,14.0
2026-02-16,1771212240000,14.0
2026-02-16,1771212360000,14.0
2026-02-16,1771212480000,15.0
2026-02-16,1771212600000,15.0
2026-02-16,1771212720000,15.0
2026-02-16,1771212840000,14.0
2026-02-16,1771212960000,15.0
2026-02-16,1771213080000,14.0
2026-02-16,1771213200000,14.0
2026-02-16,1771213320000,15.0
2026-02-16,1771213440000,15.0
2026-02-16,1771213560000,15.0
2026-02-16,1771213680000,15.0
2026-02-16,1771213800000,15.0
2026-02-16,1771213920000,15.0
2026-02-16,1771214040000,15.0
2026-02-16,1771214160000,15.0
2026-02-16,1771214280000,15.0
2026-02-16,1771214400000,15.0
2026-02-16,1771214520000,15.0
2026-02-16,1771214640000,15.0
2026-02-16,1771214760000,15.0
2026-02-16,1771214880000,15.0
2026-02-16,1771215000000,14.0
2026-02-16,1771215120000,14.0
2026-02-16,1771215240000,14.0
2026-02-16,1771215360000,14.0
2026-02-16,1771215480000,15.0
2026-02-16,1771215600000,18.0
2026-02-16,1771215720000,18.0
2026-02-16,1771215840000,20.0
2026-02-16,1771215960000,20.0
2026-02-16,1771216080000,20.0
2026-02-16,1771216200000,21.0
2026-02-16,1771216320000,19.0
2026-02-16,1771216440000,18.0
2026-02-16,1771216560000,17.0
2026-02-16,1771216680000,18.0
2026-02-16,1771216800000,16.0
2026-02-16,1771216920000,19.0
2026-02-16,1771217040000,20.0
2026-02-16,1771217160000,19.0
2026-02-16,1771217280000,20.0
2026-02-16,1771217400000,20.0
2026-02-16,1771217520000,17.0
2026-02-16,1771217640000,17.0
2026-02-16,1771217760000,16.0
2026-02-16,1771217880000,16.0
2026-02-16,1771218000000,17.0
2026-02-16,1771218120000,15.0
2026-02-16,1771218240000,16.0
2026-02-16,1771218360000,17.0
2026-02-16,1771218480000,18.0
2026-02-16,1771218600000,17.0
2026-02-16,1771218720000,16.0
2026-02-16,1771218840000,18.0
2026-02-16,1771218960000,14.0
2026-02-16,1771219080000,14.0
2026-02-16,1771219200000,15.0
2026-02-16,1771219320000,14.0
2026-02-16,1771219440000,13.0
2026-02-16,1771219560000,14.0
2026-02-16,1771219680000,13.0
2026-02-16,1771219800000,14.0
2026-02-16,1771219920000,14.0
2026-02-16,1771220040000,15.0
2026-02-16,1771220160000,15.0
2026-02-16,1771220280000,14.0
2026-02-16,1771220400000,14.0
2026-02-16,1771220520000,13.0
2026-02-16,1771220640000,13.0
2026-02-16,1771220760000,14.0
2026-02-16,1771220880000,16.0
2026-02-16,1771221000000,14.0
2026-02-16,1771221120000,14.0
2026-02-16,1771221240000,14.0
2026-02-16,1771221360000,14.0
2026-02-16,1771221480000,17.0
2026-02-16,1771221600000,16.0
2026-02-16,1771221720000,16.0
2026-02-16,1771221840000,16.0
2026-02-16,1771221960000,17.0
2026-02-16,1771222080000,16.0
2026-02-16,1771222200000,16.0
2026-02-16,1771222320000,18.0
2026-02-16,1771222440000,16.0
2026-02-16,1771222560000,17.0
2026-02-16,1771222680000,18.0
2026-02-16,1771222800000,18.0
2026-02-16,1771222920000,17.0
2026-02-16,1771223040000,16.0
2026-02-16,1771223160000,15.0
2026-02-16,1771223280000,18.0
2026-02-16,1771223400000,14.0
2026-02-16,1771223520000,15.0
2026-02-16,1771223640000,13.0
2026-02-16,1771223760000,15.0
2026-02-16,1771223880000,14.0
2026-02-16,1771224000000,16.0
2026-02-16,1771224120000,16.0
2026-02-16,1771224240000,14.0
2026-02-16,1771224360000,13.0
2026-02-16,1771224480000,15.0
2026-02-16,1771224600000,15.0
2026-02-16,1771224720000,14.0
2026-02-16,1771224840000,15.0
2026-02-16,1771224960000,15.0
2026-02-16,1771225080000,14.0
2026-02-16,1771225200000,14.0
2026-02-16,1771225320000,13.0
2026-02-16,1771225440000,14.0
2026-02-16,1771225560000,15.0
2026-02-16,1771225680000,14.0
2026-02-16,1771225800000,13.0
2026-02-16,1771225920000,15.0
2026-02-16,1771226040000,14.0
2026-02-16,1771226160000,14.0
2026-02-16,1771226280000,14.0
2026-02-16,1771226400000,13.0
2026-02-16,1771226520000,13.0
2026-02-16,1771226640000,12.0
2026-02-16,1771226760000,14.0
2026-02-17,1771282177000,19.0
2026-02-17,1771282200000,20.0
2026-02-17,1771282320000,18.0
2026-02-17,1771282440000,19.0
2026-02-17,1771282560000,20.0
2026-02-17,1771282680000,18.0
2026-02-17,1771282800000,16.0
2026-02-17,1771282920000,17.0
2026-02-17,1771283040000,22.0
2026-02-17,1771283160000,18.0
2026-02-17,1771283280000,11.0
2026-02-17,1771283400000,14.0
2026-02-17,1771283520000,17.0
2026-02-17,1771283640000,15.0
2026-02-17,1771283760000,16.0
2026-02-17,1771283880000,16.0
2026-02-17,1771284000000,20.0
2026-02-17,1771284120000,19.0
2026-02-17,1771284240000,18.0
2026-02-17,1771284360000,18.0
2026-02-17,1771284480000,18.0
2026-02-17,1771284600000,16.0
2026-02-17,1771284720000,17.0
2026-02-17,1771284840000,20.0
2026-02-17,1771284960000,20.0
2026-02-17,1771285080000,20.0
2026-02-17,1771285200000,18.0
2026-02-17,1771285320000,16.0
2026-02-17,1771285440000,17.0
2026-02-17,1771285560000,15.0
2026-02-17,1771285680000,16.0
2026-02-17,1771285800000,18.0
2026-02-17,1771285920000,16.0
2026-02-17,1771286040000,17.0
2026-02-17,1771286160000,17.0
2026-02-17,1771286280000,16.0
2026-02-17,1771286400000,17.0
2026-02-17,1771286520000,15.0
2026-02-17,1771286640000,16.0
2026-02-17,1771286760000,14.0
2026-02-17,1771286880000,14.0
2026-02-17,1771287000000,16.0
2026-02-17,1771287120000,15.0
2026-02-17,1771287240000,15.0
2026-02-17,1771287360000,14.0
2026-02-17,1771287480000,15.0
2026-02-17,1771287600000,15.0
2026-02-17,1771287720000,15.0
2026-02-17,1771287840000,16.0
2026-02-17,1771287960000,15.0
2026-02-17,1771288080000,14.0
2026-02-17,1771288200000,15.0
2026-02-17,1771288320000,16.0
2026-02-17,1771288440000,15.0
2026-02-17,1771288560000,15.0
2026-02-17,1771288680000,15.0
2026-02-17,1771288800000,16.0
2026-02-17,1771288920000,13.0
2026-02-17,1771289040000,15.0
2026-02-17,1771289160000,15.0
2026-02-17,1771289280000,15.0
2026-02-17,1771289400000,15.0
2026-02-17,1771289520000,15.0
2026-02-17,1771289640000,16.0
2026-02-17,1771289760000,15.0
2026-02-17,1771289880000,15.0
2026-02-17,1771290000000,16.0
2026-02-17,1771290120000,16.0
2026-02-17,1771290240000,15.0
2026-02-17,1771290360000,17.0
2026-02-17,1771290480000,18.0
2026-02-17,1771290600000,16.0
2026-02-17,1771290720000,18.0
2026-02-17,1771290840000,18.0
2026-02-17,1771290960000,16.0
2026-02-17,1771291080000,17.0
2026-02-17,1771291200000,20.0
2026-02-17,1771291320000,19.0
2026-02-17,1771291440000,20.0
2026-02-17,1771291560000,19.0
2026-02-17,1771291680000,18.0
2026-02-17,1771291800000,15.0
2026-02-17,1771291920000,16.0
2026-02-17,1771292040000,14.0
2026-02-17,1771292160000,14.0
2026-02-17,1771292280000,14.0
2026-02-17,1771292400000,15.0
2026-02-17,1771292520000,15.0
2026-02-17,1771292640000,14.0
2026-02-17,1771292760000,15.0
2026-02-17,1771292880000,15.0
2026-02-17,1771293000000,14.0
2026-02-17,1771293120000,14.0
2026-02-17,1771293240000,15.0
2026-02-17,1771293360000,15.0
2026-02-17,1771293480000,14.0
2026-02-17,1771293600000,15.0
2026-02-17,1771293720000,15.0
2026-02-17,1771293840000,15.0
2026-02-17,1771293960000,14.0
2026-02-17,1771294080000,15.0
2026-02-17,1771294200000,15.0
2026-02-17,1771294320000,15.0
2026-02-17,1771294440000,15.0
2026-02-17,1771294560000,15.0
2026-02-17,1771294680000,13.0
2026-02-17,1771294800000,13.0
2026-02-17,1771294920000,14.0
2026-02-17,1771295040000,15.0
2026-02-17,1771295160000,14.0
2026-02-17,1771295280000,14.0
2026-02-17,1771295400000,14.0
2026-02-17,1771295520000,14.0
2026-02-17,1771295640000,14.0
2026-02-17,1771295760000,14.0
2026-02-17,1771295880000,14.0
2026-02-17,1771296000000,14.0
2026-02-17,1771296120000,14.0
2026-02-17,1771296240000,15.0
2026-02-17,1771296360000,14.0
2026-02-17,1771296480000,13.0
2026-02-17,1771296600000,18.0
2026-02-17,1771296720000,17.0
2026-02-17,1771296840000,18.0
2026-02-17,1771296960000,17.0
2026-02-17,1771297080000,20.0
2026-02-17,1771297200000,19.0
2026-02-17,1771297320000,17.0
2026-02-17,1771297440000,16.0
2026-02-17,1771297560000,19.0
2026-02-17,1771297680000,20.0
2026-02-17,1771297800000,16.0
2026-02-17,1771297920000,16.0
2026-02-17,1771298040000,17.0
2026-02-17,1771298160000,16.0
2026-02-17,1771298280000,19.0
2026-02-17,1771298400000,16.0
2026-02-17,1771298520000,15.0
2026-02-17,1771298640000,15.0
2026-02-17,1771298760000,15.0
2026-02-17,1771298880000,15.0
2026-02-17,1771299000000,14.0
2026-02-17,1771299120000,15.0
2026-02-17,1771299240000,15.0
2026-02-17,1771299360000,14.0
2026-02-17,1771299480000,14.0
2026-02-17,1771299600000,14.0
2026-02-17,1771299720000,14.0
2026-02-17,1771299840000,15.0
2026-02-17,1771299960000,15.0
2026-02-17,1771300080000,14.0
2026-02-17,1771300200000,14.0
2026-02-17,1771300320000,14.0
2026-02-17,1771300440000,15.0
2026-02-17,1771300560000,16.0
2026-02-17,1771300680000,15.0
2026-02-17,1771300800000,16.0
2026-02-17,1771300920000,14.0
2026-02-17,1771301040000,14.0
2026-02-17,1771301160000,15.0
2026-02-17,1771301280000,14.0
2026-02-17,1771301400000,11.0
2026-02-17,1771301520000,13.0
2026-02-17,1771301640000,11.0
2026-02-17,1771301760000,14.0
2026-02-17,1771301880000,12.0
2026-02-17,1771302000000,12.0
2026-02-17,1771302120000,10.0
2026-02-17,1771302240000,11.0
2026-02-17,1771302360000,12.0
2026-02-17,1771302480000,17.0
2026-02-17,1771302600000,17.0
2026-02-17,1771302720000,16.0
2026-02-17,1771302840000,14.0
2026-02-17,1771302960000,13.0
2026-02-17,1771303080000,15.0
2026-02-17,1771303200000,13.0
2026-02-17,1771303320000,13.0
2026-02-17,1771303440000,14.0
2026-02-17,1771303560000,14.0
2026-02-17,1771303680000,15.0
2026-02-17,1771303800000,15.0
2026-02-17,1771303920000,18.0
2026-02-17,1771304040000,17.0
2026-02-17,1771304160000,18.0
2026-02-17,1771304280000,17.0
2026-02-17,1771304400000,16.0
2026-02-17,1771304520000,16.0
2026-02-17,1771304640000,15.0
2026-02-17,1771304760000,16.0
2026-02-17,1771304880000,15.0
2026-02-17,1771305000000,14.0
2026-02-17,1771305120000,15.0
2026-02-17,1771305240000,14.0
2026-02-17,1771305360000,15.0
2026-02-17,1771305480000,15.0
2026-02-17,1771305600000,18.0
2026-02-17,1771305720000,18.0
2026-02-17,1771305840000,14.0
2026-02-17,1771305960000,16.0
2026-02-17,1771306080000,15.0
2026-02-17,1771306200000,13.0
2026-02-17,1771306320000,14.0
2026-02-17,1771306440000,13.0
2026-02-17,1771306560000,15.0
2026-02-17,1771306680000,15.0
2026-02-17,1771306800000,16.0
2026-02-17,1771306920000,13.0
2026-02-17,1771307040000,14.0
2026-02-17,1771307160000,13.0
2026-02-17,1771307280000,15.0
2026-02-17,1771307400000,13.0
2026-02-17,1771307520000,14.0
2026-02-18,1771372334000,14.0
2026-02-18,1771372440000,18.0
2026-02-18,1771372560000,16.0
2026-02-18,1771372680000,16.0
2026-02-18,1771372800000,14.0
2026-02-18,1771372920000,15.0
2026-02-18,1771373040000,16.0
2026-02-18,1771373160000,18.0
2026-02-18,1771373280000,16.0
2026-02-18,1771373400000,15.0
2026-02-18,1771373520000,15.0
2026-02-18,1771373640000,13.0
2026-02-18,1771373760000,15.0
2026-02-18,1771373880000,16.0
2026-02-18,1771374000000,14.0
2026-02-18,1771374120000,15.0
2026-02-18,1771374240000,15.0
2026-02-18,1771374360000,15.0
2026-02-18,1771374480000,16.0
2026-02-18,1771374600000,16.0
2026-02-18,1771374720000,16.0
2026-02-18,1771374840000,15.0
2026-02-18,1771374960000,16.0
2026-02-18,1771375080000,16.0
2026-02-18,1771375200000,15.0
2026-02-18,1771375320000,15.0
2026-02-18,1771375440000,13.0
2026-02-18,1771375560000,15.0
2026-02-18,1771375680000,13.0
2026-02-18,1771375800000,15.0
2026-02-18,1771375920000,17.0
2026-02-18,1771376040000,18.0
2026-02-18,1771376160000,18.0
2026-02-18,1771376280000,16.0
2026-02-18,1771376400000,18.0
2026-02-18,1771376520000,20.0
2026-02-18,1771376640000,18.0
2026-02-18,1771376760000,14.0
2026-02-18,1771376880000,15.0
2026-02-18,1771377000000,15.0
2026-02-18,1771377120000,15.0
2026-02-18,1771377240000,15.0
2026-02-18,1771377360000,14.0
2026-02-18,1771377480000,13.0
2026-02-18,1771377600000,13.0
2026-02-18,1771377720000,15.0
2026-02-18,1771377840000,13.0
2026-02-18,1771377960000,13.0
2026-02-18,1771378080000,14.0
2026-02-18,1771378200000,15.0
2026-02-18,1771378320000,17.0
2026-02-18,1771378440000,15.0
2026-02-18,1771378560000,16.0
2026-02-18,1771378680000,15.0
2026-02-18,1771378800000,16.0
2026-02-18,1771378920000,14.0
2026-02-18,1771379040000,18.0
2026-02-18,1771379160000,16.0
2026-02-18,1771379280000,16.0
2026-02-18,1771379400000,18.0
2026-02-18,1771379520000,13.0
2026-02-18,1771379640000,14.0
2026-02-18,1771379760000,16.0
2026-02-18,1771379880000,15.0
2026-02-18,1771380000000,17.0
2026-02-18,1771380120000,14.0
2026-02-18,1771380240000,14.0
2026-02-18,1771380360000,14.0
2026-02-18,1771380480000,12.0
2026-02-18,1771380600000,13.0
2026-02-18,1771380720000,13.0
2026-02-18,1771380840000,14.0
2026-02-18,1771380960000,15.0
2026-02-18,1771381080000,15.0
2026-02-18,1771381200000,14.0
2026-02-18,1771381320000,14.0
2026-02-18,1771381440000,14.0
2026-02-18,1771381560000,16.0
2026-02-18,1771381680000,14.0
2026-02-18,1771381800000,13.0
2026-02-18,1771381920000,13.0
2026-02-18,1771382040000,10.0
2026-02-18,1771382160000,10.0
2026-02-18,1771382280000,9.0
2026-02-18,1771382400000,11.0
2026-02-18,1771382520000,14.0
2026-02-18,1771382640000,16.0
2026-02-18,1771382760000,11.0
2026-02-18,1771382880000,10.0
2026-02-18,1771383000000,12.0
2026-02-18,1771383120000,16.0
2026-02-18,1771383240000,15.0
2026-02-18,1771383360000,15.0
2026-02-18,1771383480000,18.0
2026-02-18,1771383600000,17.0
2026-02-18,1771383720000,17.0
2026-02-18,1771383840000,17.0
2026-02-18,1771383960000,17.0
2026-02-18,1771384080000,17.0
2026-02-18,1771384200000,17.0
2026-02-18,1771384320000,16.0
2026-02-18,1771384440000,16.0
2026-02-18,1771384560000,17.0
2026-02-18,1771384680000,16.0
2026-02-18,1771384800000,14.0
2026-02-18,1771384920000,15.0
2026-02-18,1771385040000,15.0
2026-02-18,1771385160000,15.0
2026-02-18,1771385280000,14.0
2026-02-18,1771385400000,14.0
2026-02-18,1771385520000,11.0
2026-02-18,1771385640000,11.0
2026-02-18,1771385760000,11.0
2026-02-18,1771385880000,13.0
2026-02-18,1771386000000,16.0
2026-02-18,1771386120000,12.0
2026-02-18,1771386240000,10.0
2026-02-18,1771386360000,12.0
2026-02-18,1771386480000,13.0
2026-02-18,1771386600000,14.0
2026-02-18,1771386720000,13.0
2026-02-18,1771386840000,15.0
2026-02-18,1771386960000,16.0
2026-02-18,1771387080000,14.0
2026-02-18,1771387200000,14.0
2026-02-18,1771387320000,14.0
2026-02-18,1771387440000,10.0
2026-02-18,1771387560000,18.0
2026-02-18,1771387680000,16.0
2026-02-18,1771387800000,13.0
2026-02-18,1771387920000,12.0
2026-02-18,1771388040000,12.0
2026-02-18,1771388160000,14.0
2026-02-18,1771388280000,12.0
2026-02-18,1771388400000,17.0
2026-02-18,1771388520000,17.0
2026-02-18,1771388640000,15.0
2026-02-18,1771388760000,15.0
2026-02-18,1771388880000,14.0
2026-02-18,1771389000000,11.0
2026-02-18,1771389120000,12.0
2026-02-18,1771389240000,13.0
2026-02-18,1771389360000,19.0
2026-02-18,1771389480000,15.0
2026-02-18,1771389600000,14.0
2026-02-18,1771389720000,12.0
2026-02-18,1771389840000,14.0
2026-02-18,1771389960000,11.0
2026-02-18,1771390080000,9.0
2026-02-18,1771390200000,12.0
2026-02-18,1771390320000,11.0
2026-02-18,1771390440000,12.0
2026-02-18,1771390560000,14.0
2026-02-18,1771390680000,18.0
2026-02-18,1771390800000,18.0
2026-02-18,1771390920000,19.0
2026-02-18,1771391040000,20.0
2026-02-18,1771391160000,20.0
2026-02-18,1771391280000,20.0
2026-02-18,1771391400000,19.0
2026-02-18,1771391520000,19.0
2026-02-18,1771391640000,17.0
2026-02-18,1771391760000,14.0
2026-02-18,1771391880000,15.0
2026-02-18,1771392000000,14.0
2026-02-18,1771392120000,16.0
2026-02-18,1771392240000,16.0
2026-02-18,1771392360000,16.0
2026-02-18,1771392480000,14.0
2026-02-18,1771392600000,10.0
2026-02-18,1771392720000,10.0
2026-02-18,1771392840000,11.0
2026-02-18,1771392960000,10.0
2026-02-18,1771393080000,12.0
2026-02-18,1771393200000,14.0
2026-02-18,1771393320000,13.0
2026-02-18,1771393440000,13.0
2026-02-18,1771393560000,12.0
2026-02-18,1771393680000,12.0
2026-02-18,1771393800000,9.0
2026-02-18,1771393920000,11.0
2026-02-18,1771394040000,13.0
2026-02-18,1771394160000,13.0
2026-02-18,1771394280000,11.0
2026-02-18,1771394400000,11.0
2026-02-18,1771394520000,11.0
2026-02-18,1771394640000,13.0
2026-02-18,1771394760000,15.0
2026-02-18,1771394880000,16.0
2026-02-18,1771395000000,15.0
2026-02-18,1771395120000,13.0
2026-02-18,1771395240000,13.0
2026-02-18,1771395360000,13.0
2026-02-18,1771395480000,12.0
2026-02-18,1771395600000,12.0
2026-02-18,1771395720000,10.0
2026-02-18,1771395840000,9.0
2026-02-18,1771395960000,11.0
2026-02-18,1771396080000,14.0
2026-02-18,1771396200000,15.0
2026-02-18,1771396320000,15.0
2026-02-18,1771396440000,16.0
2026-02-18,1771396560000,14.0
2026-02-18,1771396680000,16.0
2026-02-18,1771396800000,16.0
2026-02-18,1771396920000,17.0
2026-02-18,1771397040000,16.0
2026-02-18,1771397160000,16.0
2026-02-18,1771397280000,15.0
2026-02-18,1771397400000,15.0
2026-02-18,1771397520000,13.0
2026-02-18,1771397640000,11.0
2026-02-18,1771397760000,15.0
2026-02-18,1771397880000,15.0
2026-02-18,1771398000000,13.0
2026-02-18,1771398120000,13.0
2026-02-18,1771398240000,14.0
2026-02-18,1771398360000,18.0
2026-02-18,1771398480000,16.0
2026-02-18,1771398600000,16.0
2026-02-18,1771398720000,17.0
2026-02-18,1771398840000,17.0
2026-02-18,1771398960000,16.0
2026-02-18,1771399080000,16.0
2026-02-18,1771399200000,14.0
2026-02-18,1771399320000,16.0
2026-02-18,1771399440000,15.0
2026-02-18,1771399560000,15.0
2026-02-18,1771399680000,15.0
2026-02-18,1771399800000,15.0
2026-02-18,1771399920000,16.0
2026-02-18,1771400040000,15.0
2026-02-18,1771400160000,17.0
2026-02-18,1771400280000,14.0
2026-02-18,1771400400000,14.0
2026-02-18,1771400520000,15.0
2026-02-18,1771400640000,14.0
2026-02-19,1771458328000,16.0
2026-02-19,1771458360000,15.0
2026-02-19,1771458480000,15.0
2026-02-19,1771458600000,15.0
2026-02-19,1771458720000,14.0
2026-02-19,1771458840000,15.0
2026-02-19,1771458960000,15.0
2026-02-19,1771459080000,16.0
2026-02-19,1771459200000,16.0
2026-02-19,1771459320000,15.0
2026-02-19,1771459440000,15.0
2026-02-19,1771459560000,15.0
2026-02-19,1771459680000,16.0
2026-02-19,1771459800000,15.0
2026-02-19,1771459920000,16.0
2026-02-19,1771460040000,15.0
2026-02-19,1771460160000,16.0
2026-02-19,1771460280000,17.0
2026-02-19,1771460400000,18.0
2026-02-19,1771460520000,17.0
2026-02-19,1771460640000,18.0
2026-02-19,1771460760000,16.0
2026-02-19,1771460880000,17.0
2026-02-19,1771461000000,17.0
2026-02-19,1771461120000,14.0
2026-02-19,1771461240000,15.0
2026-02-19,1771461360000,15.0
2026-02-19,1771461480000,15.0
2026-02-19,1771461600000,15.0
2026-02-19,1771461720000,15.0
2026-02-19,1771461840000,14.0
